,Area,Name,Shape_Leng,Shape_Area,geometry,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,TOTAL
0,2375310.44,MB 08b,0.073503922,0.000224726,"POLYGON ((29.907869431828885 31.172434683713732, 29.919868398807637 31.177266110642563, 29.924130583659576 31.178985355389898, 29.924786499697234 31.17924723527176, 29.925407433906003 31.179515349254018, 29.925993386285825 31.17978969823605, 29.926776139107574 31.18014315967912, 29.928245470352238 31.180792019636044, 29.929641148020607 31.178328958214877, 29.932432503357404 31.17340283447328, 29.934253797774602 31.170088781472145, 29.93510503217152 31.168386800110795, 29.935594783172746 31.16738281856226, 29.935723050778222 31.167076837725915, 29.93579690220531 31.16686398168747, 29.93581633655475 31.16674424954755, 29.935835771803454 31.16660456145138, 29.935855206152894 31.166444918298396, 29.935837715238392 31.166291926531244, 29.935783298160743 31.166145586149923, 29.935723050778222 31.1660108865932, 29.935656973090886 31.165887827861013, 29.935564659481486 31.16577391433475, 29.93544610815144 31.16566914781299, 29.935266339070324 31.165510333834902, 29.935025350439616 31.16529747419912, 29.933773763948125 31.16403982178042, 29.931511580495112 31.16173737747806, 29.930361460013444 31.16056769314457, 29.930304371049942 31.160512305698376, 29.928032226705966 31.162479765129092, 29.925051531702877 31.16502510552425, 29.920604903093874 31.16880414669407, 29.918290245998094 31.17077514765498, 29.91810756131497 31.17093810930635, 29.917876289858953 31.17113432788699, 29.917596432529365 31.171363804296163, 29.91733989551983 31.171555033438096, 29.917106680628876 31.17170801711137, 29.916869579767365 31.17185767419238, 29.9166285911366 31.172004005580447, 29.916348247273845 31.17217070661286, 29.916028548178986 31.17235777728962, 29.915729256500015 31.17252364644918, 29.915450370438293 31.17266831409148, 29.915110751360146 31.17281048701443, 29.914710399265573 31.172950165218026, 29.914380011728213 31.173053260799406, 29.914119588748065 31.17311977465795, 29.9138339002144 31.173181299977045, 29.913522947026422 31.173237835857492, 29.91321393727344 31.173282732711982, 29.912906871854716 31.173315988741933, 29.912578427752294 31.173335942899485, 29.912228604966174 31.173342594285373, 29.91189044368906 31.173337605745985, 29.911563943021577 31.17332097728132, 29.911270480748158 31.173297697430826, 29.91101005776801 31.17326776709382, 29.910704934884905 31.17322287023933, 29.910355112998104 31.173163008665995, 29.910011121416176 31.173091506268065, 29.909672960139062 31.173008364844236, 29.909321193918004 31.17290526836348, 29.908955824551697 31.172782218624548, 29.908596284590885 31.172665819372128, 29.908242575834265 31.17255607150554, 29.907869431828885 31.172434683713732))",344,195,485,382,725,1283,1114,794,264,509,298,632,496,706,1178,997,807,274,708,283,517,403,553,1038,664,458,180,329,223,447,349,501,838,744,546,204,20468
1,833152.89,MB 07a,0.073270116,7.88E-05,"POLYGON ((29.928843910717944 31.181082400832167, 29.928596976669212 31.180962581458004, 29.928245470352238 31.180792019636044, 29.925526013115075 31.185817073299347, 29.925622499578765 31.185859499716173, 29.92614610016244 31.18608960025489, 29.927817699727086 31.18683709965245, 29.92816139992874 31.186994800269872, 29.92930369990586 31.18751930017561, 29.931567100141592 31.188480800448644, 29.93483049972781 31.189969399668087, 29.940269299988245 31.192388399704953, 29.945507900369364 31.194705199885107, 29.95286699961241 31.19797859993247, 29.956143210940468 31.199395161657435, 29.95618708796377 31.19933005253995, 29.955952489915546 31.199151208861224, 29.955439417695004 31.198858629722054, 29.955042952470308 31.198599297619523, 29.954763094241457 31.198373212553747, 29.954518218740873 31.198143802694403, 29.954308325968498 31.19791106624274, 29.954020693999894 31.19767833069045, 29.953655324633587 31.197445593339523, 29.953313275587277 31.197249429617557, 29.952994548659547 31.197089837725855, 29.95267970950107 31.196963493770284, 29.952368756313092 31.19687039865005, 29.95206168999505 31.196800577085014, 29.95175851054688 31.196754029075237, 29.951474766347417 31.19669085709745, 29.951210455598073 31.1966110611516, 29.950856746841453 31.19646144274145, 29.95041363917818 31.19624200276627, 29.949954983136024 31.196009261818006, 29.949480779614362 31.19576322169536, 29.948218504680312 31.19518884448962, 29.946168158333876 31.194286131100114, 29.94490977026976 31.193728376063746, 29.94444334048785 31.193515579380517, 29.943988571315572 31.19329280651783, 29.9435454636523 31.193060059274387, 29.943148998427603 31.19282398633794, 29.942799176540802 31.19258458770861, 29.94231331240951 31.192228812309907, 29.941691406033613 31.191756661041097, 29.94110448238598 31.19123795726597, 29.940552540567353 31.190672699185768, 29.94005890269625 31.190180591061505, 29.93962356787341 31.189761631094427, 29.939153252120946 31.18930941779547, 29.938647952740894 31.188823951164466, 29.938181523858304 31.188328507454685, 29.93775396277522 31.187823084867546, 29.937373045929405 31.187380838754734, 29.93703877062279 31.18700176911642, 29.93660538013421 31.186557855660567, 29.936072873564342 31.18604909838723, 29.934935951532964 31.18510638854906, 29.933194614040247 31.18372972524668, 29.932047974834234 31.182845198846906, 29.93149603301555 31.18245280934974, 29.930932430587234 31.18210697325827, 29.93035716754929 31.181807690572498, 29.929812999470414 31.18153833552583, 29.929299927249872 31.18129890811815, 29.928843910717944 31.181082400832167))",227,175,464,335,679,1235,897,689,237,337,262,598,439,656,1141,848,699,237,483,254,488,365,513,1006,577,401,160,204,190,435,313,468,817,664,497,178,18168
2,2882349.96,MB 03a,0.077394713,0.000272801,"POLYGON ((29.94123610176473 31.219575954666652, 29.942226058385927 31.218572365222542, 29.94026639967467 31.217231699983017, 29.939990699910936 31.217026400048383, 29.9397274998243 31.216781799740318, 29.939462699843773 31.216500099699886, 29.939310399655255 31.21632060041543, 29.939143200398405 31.216194199802544, 29.933401500378977 31.20857239959662, 29.930259899574764 31.20442329999537, 29.929987399598872 31.20406729976611, 29.929368800030147 31.203272700175035, 29.92893079961675 31.202732200430773, 29.928604000374378 31.202361400058635, 29.92820399991473 31.201978199834116, 29.92776079962124 31.201567400315298, 29.927232199706282 31.20111719969907, 29.92693669956907 31.200880999958258, 29.926525300202513 31.200597700023877, 29.925890500246453 31.20019439995167, 29.92547180018346 31.1999403001048, 29.924914799678334 31.199606899838614, 29.92441990005841 31.199346199867307, 29.924002399691062 31.199160399932566, 29.92348359968844 31.19892089967982, 29.92302860028974 31.198730999735915, 29.92258149963658 31.198562800432967, 29.92176099957055 31.19829460011573, 29.917648239774508 31.19703363099734, 29.917571417886677 31.19711633894792, 29.917496351475506 31.19720112163452, 29.917430760321395 31.197279671119986, 29.91725001817383 31.19750783631764, 29.91695412773089 31.197885617227485, 29.91676099652284 31.19812999000709, 29.916670625449058 31.19824095555572, 29.916580983725453 31.198378102167737, 29.91649207045276 31.198541432541106, 29.91642210589555 31.198727204596878, 29.916371090053815 31.19893541743562, 29.916341938529683 31.19912181182218, 29.916334650423835 31.199286387756615, 29.91633829447676 31.19943849459088, 29.916352870688456 31.19957813412367, 29.916363801947966 31.199701565175133, 29.916371090053815 31.199808787745383, 29.916373276305706 31.19993346525729, 29.916370361602958 31.200075596811416, 29.916359429444185 31.200226456285975, 29.91634048072865 31.2003860427817, 29.916301125496602 31.200580538261306, 29.916241364647306 31.20080994272473, 29.916191806606662 31.200995087053684, 29.916152451374558 31.201135970348787, 29.91610580893598 31.20130365883682, 29.91605187749218 31.201498152517786, 29.916004505703427 31.201659606905366, 29.915963693569665 31.201788021999675, 29.91588935650867 31.2019931123923, 29.915781494520388 31.202274876284548, 29.91515290708105 31.203692542376984, 29.913453171326864 31.207469055552508, 29.913444447902975 31.207488588827346, 29.913849400029846 31.207691799636905, 29.914866499989046 31.20819960003155, 29.91702000037276 31.209326699667486, 29.917368799730355 31.20950369973599, 29.9197472996982 31.21077209995252, 29.919989899914015 31.21090719970755, 29.922186600131568 31.21217309980875, 29.923028200091437 31.212662900272676, 29.92641319970943 31.21467999958236, 29.930206299980796 31.21688160020574, 29.932023499784748 31.217952500307717, 29.932481600045833 31.218117300173333, 29.932792699823267 31.21824019972547, 29.933165399563563 31.218352599692764, 29.933829799805494 31.218491699632295, 29.934243800011416 31.21851319972444, 29.934665500212702 31.218495799641516, 29.93521269990623 31.218453099830754, 29.93605959957091 31.218386999660368, 29.936655699900655 31.218344500398416, 29.937269300138155 31.218331999822, 29.937910399845123 31.218366399789545, 29.938245499830032 31.218417000144484, 29.938494399796753 31.218456299618595, 29.938742299717433 31.218510599784395, 29.938985599605815 31.21856360042989, 29.93939930033747 31.218678299963642, 29.939781200142306 31.21881339971867, 29.940079499869057 31.218934499727425, 29.940377900319902 31.21908269990672, 29.94094400016553 31.219394000232967, 29.94123610176473 31.219575954666652))",70,85,143,86,257,414,390,384,128,98,104,147,115,278,422,418,429,133,185,132,148,120,222,326,266,221,78,92,84,129,93,245,346,306,259,97,7450
3,1032415.53,MB 03c,0.049657719,9.77E-05,"POLYGON ((29.968247400397274 31.246179399959374, 29.968167400305333 31.245822100209807, 29.96814430031924 31.245547799791154, 29.96816290009781 31.245271500179626, 29.968194999599575 31.2450181998301, 29.968205500083798 31.244963500365316, 29.968315499760536 31.244577100352956, 29.968474200424055 31.24423249992998, 29.968758500404533 31.243773899645817, 29.96921220028287 31.243172899809508, 29.969367100411432 31.242965900156207, 29.969420500355852 31.24289610017496, 29.97105800032648 31.24064480031734, 29.97117479977726 31.24043619987077, 29.971269699836853 31.240222699917695, 29.97130800016413 31.24007770042556, 29.971314499564528 31.239970799812625, 29.971323300330084 31.23965049997065, 29.97127599958776 31.239369499602788, 29.971165099689642 31.239009799562666, 29.971003100312885 31.23876749972038, 29.970778699677282 31.238510799933522, 29.97063909971473 31.23835989998946, 29.970454399650862 31.238113299589145, 29.97031279959606 31.237855599756188, 29.970218500283636 31.23767129989062, 29.969811399676416 31.236872799939817, 29.969446599580976 31.236389399950895, 29.96923130008446 31.236185600085435, 29.96883629985541 31.235811599925455, 29.968463600115115 31.235537500055614, 29.968160200333045 31.235351200097853, 29.967848099610137 31.235204900186034, 29.967422199574912 31.23507429973921, 29.967252900401093 31.235025099628672, 29.96713629970054 31.23499040018686, 29.966938900310026 31.23493960018243, 29.96668900029715 31.234905600413185, 29.96589370013419 31.234883700122737, 29.965351599596715 31.234839000219722, 29.96507780010046 31.23480360020602, 29.96482409955263 31.23474839981884, 29.964561299664297 31.234682799671532, 29.963191400163055 31.23435550040608, 29.961767199596636 31.234021699941536, 29.961130100074115 31.23386219978073, 29.960470299864483 31.233673899730718, 29.960276100261865 31.233609500178318, 29.959246499726248 31.233220299677157, 29.957627999732438 31.232487600422473, 29.957306000171798 31.23234190035845, 29.956730999735896 31.23209670020259, 29.9564580995617 31.231937200041784, 29.95594389959132 31.2316695995724, 29.95546819959776 31.231406799684123, 29.954187000229922 31.23061289976556, 29.954859399941427 31.231417599642555, 29.955049600258917 31.23173719981196, 29.95527240010125 31.232025099778582, 29.955449400169755 31.232316400081857, 29.955562099611257 31.232611699670258, 29.955615299906242 31.232914899802836, 29.95561860041812 31.232933600305444, 29.95574440028389 31.233891999716093, 29.95577659961043 31.234127099586033, 29.95584100006215 31.234383999921704, 29.95597780043522 31.234762399565113, 29.956099199918185 31.235003800085337, 29.956336500429188 31.235361500033264, 29.95652900031314 31.23559369958963, 29.956955099997913 31.236099599716795, 29.957176100296863 31.2363069995684, 29.957825800220576 31.237028799939196, 29.95849640038864 31.23776329963664, 29.95879680003236 31.238093500114985, 29.959392199790216 31.238744799932647, 29.959695999770645 31.239086000018915, 29.960044899852278 31.239381599980902, 29.960263599685447 31.239565499648165, 29.960437499790828 31.23967860018729, 29.960781199992425 31.239886199688442, 29.96161490030744 31.240360500336863, 29.96167279956012 31.240405300064594, 29.96262480029435 31.240941699799635, 29.963658199566282 31.2415390996498, 29.964229000168302 31.24186460027113, 29.964793599944755 31.242186500006994, 29.96516550018771 31.2424153999508, 29.965541100241637 31.24263280026355, 29.965952600332287 31.242872099967485, 29.96625290015129 31.24308450004969, 29.966560800140883 31.243339500117884, 29.966880500135005 31.243676700019762, 29.96714260035077 31.243964099963307, 29.96737010005012 31.24425219957942, 29.967530000409226 31.24449980002578, 29.967617900146024 31.244666199785343, 29.967787600417466 31.24499650008846, 29.967890699596182 31.245218700083, 29.968247400397274 31.246179399959374))",76,85,145,91,265,427,401,394,133,101,106,149,116,291,448,435,436,143,195,132,152,124,236,339,284,226,81,102,89,132,97,263,367,335,265,102,7763
4,302759.08,MB 03b,0.031699402,2.87E-05,"POLYGON ((29.94566469986603 31.224579599968592, 29.9453401003654 31.22420540015912, 29.945129300177086 31.22396089967583, 29.945008999665674 31.223780400345277, 29.944355799580535 31.222628299556447, 29.9437144003993 31.221520699920404, 29.943346500340795 31.221074000364865, 29.94317389975572 31.22091860021328, 29.94290039973373 31.220676500020488, 29.94263569957792 31.22046729972618, 29.942276499560876 31.22024519955636, 29.942168400151616 31.220156699971767, 29.94094400016553 31.219394000232967, 29.940377900319902 31.21908269990672, 29.940079499869057 31.218934499727425, 29.939781200142306 31.21881339971867, 29.93939930033747 31.218678299963642, 29.938985599605815 31.21856360042989, 29.938742299717433 31.218510599784395, 29.938494399796753 31.218456299618595, 29.938245499830032 31.218417000144484, 29.937910399845123 31.218366399789545, 29.937269300138155 31.218331999822, 29.936655699900655 31.218344500398416, 29.93605959957091 31.218386999660368, 29.93521269990623 31.218453099830754, 29.934665500212702 31.218495799641516, 29.934243800011416 31.21851319972444, 29.933829799805494 31.218491699632295, 29.933165399563563 31.218352599692764, 29.932792699823267 31.21824019972547, 29.932481600045833 31.218117300173333, 29.932023499784748 31.217952500307717, 29.932437300341178 31.218180300380595, 29.932700999551514 31.21833750007562, 29.933048000265046 31.218536600084065, 29.935808800235975 31.2201196002394, 29.93796169987263 31.221369999625836, 29.938256299788463 31.221523000386185, 29.939155399701974 31.222029500361202, 29.940654100106713 31.222929899795076, 29.94139229961496 31.22334270030541, 29.941431299614862 31.22336449987182, 29.941620099687896 31.223442599696284, 29.94176050004711 31.223474100249575, 29.94191879961295 31.22348109967305, 29.942049099686244 31.223472299806815, 29.942372700040153 31.223399100388235, 29.942473399827577 31.223393399585746, 29.942574200339152 31.22341649957184, 29.94518639993248 31.224347400412228, 29.945484199636155 31.22446390038874, 29.94566469986603 31.224579599968592))",75,85,144,87,257,414,393,386,128,100,105,147,115,278,423,422,429,138,188,132,148,122,223,326,267,222,78,98,85,130,93,247,348,318,260,97,7508
5,364667.66,MB 06,0.045826637,3.45E-05,"POLYGON ((29.97202010044731 31.21348760017264, 29.973269499787648 31.21286260012897, 29.978268199717718 31.210582799856354, 29.98075730010936 31.20967249978611, 29.983752799751983 31.209026499673257, 29.98501719978401 31.208859000042878, 29.98627580008815 31.2087219001956, 29.987393800383643 31.208701599799042, 29.988702500120326 31.2086629999975, 29.9877104004147 31.208574299864097, 29.987119900163293 31.208519100376236, 29.985760900445257 31.208363700224652, 29.984280000321803 31.208133800234748, 29.981824799874687 31.207860200387984, 29.977893999908247 31.207172700160015, 29.975709099695223 31.206700299779072, 29.973498899754475 31.206152100039446, 29.97115410008172 31.2054751002957, 29.9717290996183 31.205717599787477, 29.97297370017617 31.20656190041143, 29.973488699643838 31.207090399602293, 29.97381480011296 31.207530900130962, 29.97415819994103 31.20814019981043, 29.974347000014063 31.20869079984061, 29.97441560029978 31.20909450011112, 29.97436409972346 31.210122300204034, 29.974175299650426 31.2108562998784, 29.973874900006706 31.211715200096478, 29.973334199713577 31.21234649989111, 29.973000999996202 31.212732100406186, 29.972727900172515 31.212977600036254, 29.972449200270432 31.213181800100074, 29.97202010044731 31.21348760017264))",226,175,463,335,678,1234,879,684,236,337,259,598,439,651,1139,829,691,236,482,253,488,364,511,997,569,395,159,202,189,435,311,465,815,654,493,177,18048
6,4034749.13,MB 04b,0.130223049,0.000381846,"POLYGON ((29.9635430647607 31.21731832897774, 29.96785529958248 31.215298100027326, 29.968323500129486 31.215111300046487, 29.96852699962136 31.2150272997701, 29.96903279992381 31.214818300024604, 29.97202010044731 31.21348760017264, 29.972449200270432 31.213181800100074, 29.972727900172515 31.212977600036254, 29.973000999996202 31.212732100406186, 29.973334199713577 31.21234649989111, 29.973874900006706 31.211715200096478, 29.974175299650426 31.2108562998784, 29.97436409972346 31.210122300204034, 29.97441560029978 31.20909450011112, 29.974347000014063 31.20869079984061, 29.97415819994103 31.20814019981043, 29.97381480011296 31.207530900130962, 29.973488699643838 31.207090399602293, 29.97297370017617 31.20656190041143, 29.9717290996183 31.205717599787477, 29.97115410008172 31.2054751002957, 29.969721099649064 31.205017699707128, 29.96960530024444 31.204968600320683, 29.969408900000758 31.20488519989209, 29.96824430043415 31.20453739968133, 29.96595191504889 31.20369510004889, 29.965476974982437 31.20351387496538, 29.964938325143635 31.203309024691805, 29.96418769970262 31.203001974561516, 29.96322509955877 31.20259272457463, 29.96108816828439 31.20164800385237, 29.95777690498022 31.20016781239468, 29.956143210940468 31.199395161657435, 29.95286699961241 31.19797859993247, 29.945507900369364 31.194705199885107, 29.940269299988245 31.192388399704953, 29.93483049972781 31.189969399668087, 29.931567100141592 31.188480800448644, 29.92930369990586 31.18751930017561, 29.92816139992874 31.186994800269872, 29.927817699727086 31.18683709965245, 29.92614610016244 31.18608960025489, 29.925622499578765 31.185859499716173, 29.925526013115075 31.185817073299347, 29.925018282867484 31.1867552649436, 29.923913401882032 31.188794136839988, 29.92385509883377 31.188896384360703, 29.923801167390025 31.18901484126195, 29.92378843658713 31.189049436382447, 29.924056246598525 31.189092150582326, 29.924426475001894 31.189142026983006, 29.924822940226534 31.18918691574362, 29.92516693180852 31.189221829224095, 29.925458449747737 31.189246767424436, 29.92567417372419 31.18927045916439, 29.925814102838615 31.189292903544697, 29.925971522867542 31.18934153348505, 29.926146433810914 31.18941634808607, 29.926300938237773 31.189498644147136, 29.926435037047384 31.18958842166836, 29.926566220254927 31.18971061885003, 29.926694488759722 31.18986523479282, 29.926793604841066 31.1899999010746, 29.92686356939828 31.190114615896846, 29.92695685517475 31.190219355438956, 29.927073462170597 31.19031411970093, 29.927242542809154 31.190428834523118, 29.92746409709048 31.190563499905636, 29.92768273576968 31.19065826416761, 29.92789845974619 31.19071312730904, 29.928120014027456 31.19075801517033, 29.928347398613596 31.190792928650808, 29.928566037292853 31.190815373031114, 29.92877593006517 31.19082534741193, 29.92899456874443 31.19085028561227, 29.92922195333051 31.19089018583344, 29.92944059290909 31.190942556054154, 29.929650485681407 31.19100739447572, 29.929837057234465 31.19109966401834, 29.930000307568207 31.191219365581333, 29.930148982589515 31.191349041525086, 29.930283080499805 31.191488692749033, 29.930420094911483 31.191668244194148, 29.930560023126645 31.191887694961224, 29.930694121936256 31.192085948707643, 29.930822390440994 31.192263004534084, 29.930956488351285 31.192443801540264, 29.931096417465767 31.192628337927488, 29.93126841370639 31.192817861954836, 29.931472476173894 31.193012373622196, 29.931638642109704 31.19317197180908, 29.93176690971518 31.193296658314182, 29.931915584736487 31.193448775040963, 29.932084665375044 31.193628321989536, 29.93224208540397 31.193790413996453, 29.93238784392389 31.19393504836387, 29.932527773038373 31.194097139471467, 29.932661871847984 31.194276685520663, 29.932784309148587 31.194453737749825, 29.932895086738938 31.19462829615901, 29.933023354344357 31.194832777710587, 29.933169113763654 31.195067183303934, 29.93328863636151 31.195254209014593, 29.93338192213804 31.195393854842564, 29.93356557898835 31.195593347854754, 29.933839606013066 31.19585268805116, 29.934075736506088 31.196074622745698, 29.934273968668776 31.196259152837683, 29.934483862340414 31.19646861843205, 29.93470541572242 31.196703020428117, 29.93491239469131 31.196967344667257, 29.935104796549183 31.197261592048903, 29.935240352260507 31.197524668029075, 29.935319062724602 31.197756573507093, 29.9353788235739 31.197994712186244, 29.93541963660698 31.19823908496585, 29.93545170373318 31.19850340470839, 29.935475024952495 31.19878767321262, 29.935507092078694 31.199084408119006, 29.935547904212456 31.199393610326922, 29.935609123762106 31.199670395572355, 29.93569074892895 31.199914762955984, 29.935775288798595 31.20015164977889, 29.93586274427031 31.200381055141634, 29.93597643656335 31.20060547376363, 29.936116365677776 31.200824903846296, 29.936302937230835 31.201039346288837, 29.93653615212179 31.201248801990687, 29.93678394322444 31.201423347809282, 29.937046309639527 31.201562983744736, 29.937340743180812 31.201710100240973, 29.937667243848296 31.201864697297992, 29.937990829812975 31.202003710003282, 29.938311499276324 31.202127137457467, 29.93862633933412 31.202251188141872, 29.93893534908716 31.202375862955762, 29.939291002178038 31.20250552361108, 29.93969329770755 31.202640171007147, 29.94007227111848 31.20275985818097, 29.94042792420936 31.202864584233225, 29.940792322307857 31.20293689422232, 29.941165465413974 31.202976789946945, 29.941486135776586 31.20298676342844, 29.941754332496487 31.202966816465448, 29.94204876693709 31.20292193400013, 29.94236943729976 31.202852116032375, 29.94268136175549 31.202757364360934, 29.942984541203657 31.202637678086433, 29.94322941670424 31.202525471473393, 29.9434159882573 31.202420745421136, 29.943614220419988 31.202293577686532, 29.943824114091626 31.20214396826958, 29.944133123844665 31.201937008186405, 29.94454124967899 31.20167269743706, 29.944937714903688 31.201420853989248, 29.945322519518697 31.201181476943646, 29.94569274792201 31.200974515061887, 29.946048400113625 31.200799968343915, 29.946409882610055 31.20066033150914, 29.94677719631062 31.200555602758925, 29.947147424713933 31.200443394347246, 29.947520568719312 31.20032370447541, 29.94786893280508 31.200246405047608, 29.94819251876976 31.20021149516441, 29.948537968152777 31.20018157292128, 29.948905280954023 31.200156637418957, 29.949246357833204 31.20013419573661, 29.949561197891 31.200114246974977, 29.949940172201252 31.200089311472595, 29.950383279864525 31.200059389229466, 29.95078265979197 31.200041934287867, 29.951138312882904 31.20003694754712, 29.951432746424132 31.200059389229466, 29.951665961315086 31.20010926023423, 29.95190792121366 31.20018655966203, 29.95215862701906 31.200291288412302, 29.952362690385883 31.2003860427817, 29.95252011041481 31.200470822770285, 29.952668784536854 31.20058303208134, 29.95280871365128 31.200722668916114, 29.95295447307052 31.200899709454063, 29.95310606279463 31.20111415189666, 29.953231415697303 31.201336074899984, 29.953330531778647 31.20156547756477, 29.953467545291062 31.20184474853636, 29.953642456234434 31.20217388961339, 29.953788215653674 31.20248806866948, 29.95390482264952 31.202787285704744, 29.954040379260164 31.203177513231708, 29.954194883686966 31.20365874945179, 29.95435084591486 31.20418112515887, 29.954508265943787 31.204744639453622, 29.95468026218441 31.205300670489578, 29.954866833737412 31.20584921826685, 29.955059236494606 31.20645510951573, 29.955257468657294 31.207118345135598, 29.95548776794618 31.207671869761043, 29.955750135260587 31.208115683392123, 29.956029992590118 31.2085245889387, 29.95632734173347 31.20889858640072, 29.956610114665125 31.20927881526518, 29.956878311385026 31.209665276431394, 29.957126102487678 31.20999812990982, 29.957353487073817 31.21027737749904, 29.95758961666752 31.210501771839347, 29.957834492168104 31.21067131383012, 29.958120179802506 31.21084085582089, 29.95844668046999 31.211010396912343, 29.958793587653986 31.21115251317798, 29.95916090135455 31.211267201919895, 29.95954279036755 31.211394357963286, 29.959939255592246 31.211533979509625, 29.960271586564545 31.211701025881666, 29.960539783284446 31.21189549887822, 29.96082838652086 31.212129862203426, 29.961137396273898 31.21240411585734, 29.961411424197934 31.212700808495583, 29.961650469393703 31.213019939218896, 29.96190554770294 31.213432562562787, 29.96217666002491 31.213938678527256, 29.962417162122392 31.214438559491953, 29.96262705579403 31.21493220455767, 29.96282528885604 31.215428340745405, 29.963011860409097 31.215926967155838, 29.963180941047654 31.216373235036826, 29.96333253077171 31.216767146186896, 29.96348703519857 31.217171028120504, 29.9635430647607 31.21731832897774))",96,137,250,156,372,625,596,461,181,126,151,232,201,404,656,597,493,168,252,184,247,182,302,456,387,261,103,120,118,198,147,308,520,449,308,126,10570
